productid,customerid,orderdate,sales,customer_name,product_name
45,79,13-2-2009,120.0,Ernst Handel,Outback Lager
45,80,22-7-2008,144.0,HILARIÓN-Abastos,Outback Lager
45,81,27-6-2009,45.0,Wellington Importadora,Outback Lager
45,81,28-5-2008,96.0,Wellington Importadora,Outback Lager
45,82,4-4-2009,600.0,Richter Supermarkt,Outback Lager
45,84,19-6-2009,450.0,Suprêmes délices,Outback Lager
45,84,29-5-2009,450.0,Suprêmes délices,Outback Lager
45,86,30-5-2009,450.0,Victuailles en stock,Outback Lager
46,2,22-1-2009,493.0,France restauration,Tarte au sucre
46,7,15-5-2009,147.9,Trail's Head Gourmet Provisioners,Tarte au sucre
46,7,24-10-2008,493.0,Trail's Head Gourmet Provisioners,Tarte au sucre
46,9,13-5-2009,986.0,Great Lakes Food Market,Tarte au sucre
46,20,15-5-2008,1379.0,Folies gourmandes,Tarte au sucre
46,22,21-8-2009,1035.3,Bottom-Dollar Markets,Tarte au sucre
46,22,18-7-2009,2958.0,Bottom-Dollar Markets,Tarte au sucre
46,22,26-4-2008,788.0,Bottom-Dollar Markets,Tarte au sucre
46,24,1-5-2008,394.0,Hungry Coyote Import Store,Tarte au sucre
46,25,28-8-2009,591.6,Wolski  Zajazd,Tarte au sucre
46,28,14-4-2009,739.5,Vaffeljernet,Tarte au sucre
46,35,21-5-2008,1576.0,La maison d'Asie,Tarte au sucre
46,37,5-5-2009,246.5,Simons bistro,Tarte au sucre
46,39,19-8-2008,147.9,Mère Paillarde,Tarte au sucre
46,39,4-3-2008,1103.2,Mère Paillarde,Tarte au sucre
46,40,11-7-2009,690.2,Bon app',Tarte au sucre
46,43,16-7-2009,1479.0,Save-a-lot Markets,Tarte au sucre
46,43,3-4-2009,1479.0,Save-a-lot Markets,Tarte au sucre
46,43,16-12-2008,739.5,Save-a-lot Markets,Tarte au sucre
46,44,13-5-2009,1232.5,Königlich Essen,Tarte au sucre
46,44,3-3-2009,986.0,Königlich Essen,Tarte au sucre
46,46,2-5-2009,98.6,Island Trading,Tarte au sucre
46,47,26-1-2008,197.0,The Big Cheese,Tarte au sucre
46,50,23-1-2008,394.0,Lonesome Pine Restaurant,Tarte au sucre
46,52,12-6-2009,986.0,Godos Cocina Típica,Tarte au sucre
46,54,11-1-2008,591.0,Hungry Owl All-Night Grocers,Tarte au sucre
46,55,26-11-2008,493.0,Tradição Hipermercados,Tarte au sucre
46,57,19-11-2008,493.0,B's Beverages,Tarte au sucre
46,58,14-10-2008,493.0,Reggiani Caseifici,Tarte au sucre
46,64,22-4-2009,986.0,Morgenstern Gesundkost,Tarte au sucre
46,64,15-12-2007,472.8,Morgenstern Gesundkost,Tarte au sucre
46,67,7-2-2009,2366.4,QUICK-Stop,Tarte au sucre
46,67,27-12-2007,1576.0,QUICK-Stop,Tarte au sucre
46,69,1-7-2009,1725.5,White Clover Markets,Tarte au sucre
46,69,6-6-2009,147.9,White Clover Markets,Tarte au sucre
46,71,11-10-2008,739.5,Frankenversand,Tarte au sucre
46,73,25-6-2008,1379.0,Blondel père et fils,Tarte au sucre
46,74,30-6-2009,295.8,Folk och fä HB,Tarte au sucre
46,75,5-8-2009,1972.0,Rattlesnake Canyon Grocery,Tarte au sucre
46,75,2-6-2009,2465.0,Rattlesnake Canyon Grocery,Tarte au sucre
46,75,2-2-2008,2758.0,Rattlesnake Canyon Grocery,Tarte au sucre
46,75,31-1-2008,985.0,Rattlesnake Canyon Grocery,Tarte au sucre
46,76,4-10-2008,986.0,Ottilies Käseladen,Tarte au sucre
46,76,24-11-2007,591.0,Ottilies Käseladen,Tarte au sucre
46,79,20-12-2008,3944.0,Ernst Handel,Tarte au sucre
46,83,25-7-2009,591.6,Chop-suey Chinese,Tarte au sucre
46,83,26-3-2009,443.7,Chop-suey Chinese,Tarte au sucre
46,86,27-9-2008,1972.0,Victuailles en stock,Tarte au sucre
47,9,8-11-2008,72.0,Great Lakes Food Market,Steeleye Stout
47,10,3-9-2008,54.0,Cactus Comidas para llevar,Steeleye Stout
47,20,28-4-2009,270.0,Folies gourmandes,Steeleye Stout
47,21,26-8-2009,432.0,LINO-Delicateses,Steeleye Stout
47,21,12-2-2009,162.0,LINO-Delicateses,Steeleye Stout
47,23,21-5-2009,144.0,Santé Gourmet,Steeleye Stout
47,25,11-6-2009,54.0,Wolski  Zajazd,Steeleye Stout
47,26,11-6-2009,540.0,Queen Cozinha,Steeleye Stout
47,28,8-7-2009,180.0,Vaffeljernet,Steeleye Stout
47,31,8-5-2008,504.0,Eastern Connection,Steeleye Stout
47,33,9-6-2009,72.0,Around the Horn,Steeleye Stout
47,39,30-5-2008,864.0,Mère Paillarde,Steeleye Stout
47,41,2-10-2008,360.0,Furia Bacalhau e Frutos do Mar,Steeleye Stout
47,43,11-8-2009,270.0,Save-a-lot Markets,Steeleye Stout
47,43,6-5-2008,432.0,Save-a-lot Markets,Steeleye Stout
47,43,13-2-2008,1008.0,Save-a-lot Markets,Steeleye Stout
47,46,8-2-2008,144.0,Island Trading,Steeleye Stout
47,53,28-8-2009,324.0,Die Wandernde Kuh,Steeleye Stout
47,57,29-10-2008,360.0,B's Beverages,Steeleye Stout
47,61,20-12-2007,57.6,Romero y tomillo,Steeleye Stout
47,63,19-6-2008,115.2,Berglunds snabbköp,Steeleye Stout
47,67,28-5-2009,450.0,QUICK-Stop,Steeleye Stout
47,67,27-12-2007,1440.0,QUICK-Stop,Steeleye Stout
47,68,15-5-2009,360.0,Split Rail Beer & Ale,Steeleye Stout
47,69,20-3-2009,630.0,White Clover Markets,Steeleye Stout
47,71,12-12-2008,540.0,Frankenversand,Steeleye Stout
47,72,4-10-2008,108.0,Wartian Herkku,Steeleye Stout
47,77,4-3-2009,378.0,Que Delícia,Steeleye Stout
47,77,6-11-2008,360.0,Que Delícia,Steeleye Stout
47,77,24-11-2007,288.0,Que Delícia,Steeleye Stout
47,79,23-5-2009,108.0,Ernst Handel,Steeleye Stout
47,79,14-11-2008,540.0,Ernst Handel,Steeleye Stout
47,79,29-4-2008,576.0,Ernst Handel,Steeleye Stout
47,80,23-7-2009,720.0,HILARIÓN-Abastos,Steeleye Stout
47,84,25-8-2009,1080.0,Suprêmes délices,Steeleye Stout
47,86,27-9-2008,540.0,Victuailles en stock,Steeleye Stout
48,5,13-6-2009,200.0,Wilman Kala,Sir Rodney's Scones
48,6,19-6-2009,400.0,Let's Stop N Shop,Sir Rodney's Scones
48,8,31-7-2009,400.0,Maison Dewey,Sir Rodney's Scones
48,9,27-8-2009,200.0,Great Lakes Food Market,Sir Rodney's Scones
48,9,30-1-2009,120.0,Great Lakes Food Market,Sir Rodney's Scones
48,12,3-9-2009,30.0,Blauer See Delikatessen,Sir Rodney's Scones
48,12,22-7-2009,120.0,Blauer See Delikatessen,Sir Rodney's Scones
48,12,3-12-2008,80.0,Blauer See Delikatessen,Sir Rodney's Scones
48,15,28-2-2009,50.0,Rancho grande,Sir Rodney's Scones
48,19,16-5-2008,96.0,Océano Atlántico Ltda,Sir Rodney's Scones
48,20,9-4-2009,400.0,Folies gourmandes,Sir Rodney's Scones
48,21,11-3-2009,300.0,LINO-Delicateses,Sir Rodney's Scones
48,26,14-5-2008,240.0,Queen Cozinha,Sir Rodney's Scones
48,37,27-12-2008,300.0,Simons bistro,Sir Rodney's Scones
48,38,22-7-2008,168.0,Princesa Isabel Vinhos,Sir Rodney's Scones
48,38,3-5-2008,80.0,Princesa Isabel Vinhos,Sir Rodney's Scones
48,39,9-12-2008,420.0,Mère Paillarde,Sir Rodney's Scones
48,44,2-7-2008,320.0,Königlich Essen,Sir Rodney's Scones
48,48,28-11-2008,60.0,Du monde entier,Sir Rodney's Scones
48,51,25-8-2009,150.0,Old World Delicatessen,Sir Rodney's Scones
48,52,2-10-2008,60.0,Godos Cocina Típica,Sir Rodney's Scones
48,53,27-8-2008,400.0,Die Wandernde Kuh,Sir Rodney's Scones
48,57,20-9-2008,150.0,B's Beverages,Sir Rodney's Scones
48,57,29-7-2008,112.0,B's Beverages,Sir Rodney's Scones
48,60,5-7-2008,320.0,LILA-Supermercado,Sir Rodney's Scones
48,67,10-1-2009,600.0,QUICK-Stop,Sir Rodney's Scones
48,69,6-6-2009,400.0,White Clover Markets,Sir Rodney's Scones
48,69,16-8-2008,120.0,White Clover Markets,Sir Rodney's Scones
48,71,10-7-2009,600.0,Frankenversand,Sir Rodney's Scones
48,71,28-2-2009,320.0,Frankenversand,Sir Rodney's Scones
48,71,12-12-2008,250.0,Frankenversand,Sir Rodney's Scones
48,72,23-2-2008,80.0,Wartian Herkku,Sir Rodney's Scones
48,77,24-11-2007,160.0,Que Delícia,Sir Rodney's Scones
48,78,23-11-2007,80.0,Centro comercial Moctezuma,Sir Rodney's Scones
48,79,6-8-2009,650.0,Ernst Handel,Sir Rodney's Scones
48,79,6-6-2008,400.0,Ernst Handel,Sir Rodney's Scones
48,79,5-4-2008,40.0,Ernst Handel,Sir Rodney's Scones
48,83,13-3-2009,400.0,Chop-suey Chinese,Sir Rodney's Scones
48,84,11-7-2009,360.0,Suprêmes délices,Sir Rodney's Scones
49,20,15-5-2008,208.0,Folies gourmandes,Gravad lax
49,32,5-9-2008,468.0,Seven Seas Imports,Gravad lax
49,43,29-5-2009,1560.0,Save-a-lot Markets,Gravad lax
49,71,29-2-2008,582.4,Frankenversand,Gravad lax
49,78,23-11-2007,20.8,Centro comercial Moctezuma,Gravad lax
49,83,25-7-2009,208.0,Chop-suey Chinese,Gravad lax
50,16,30-5-2009,640.5,Consolidated Holdings,Chef Anton's Gumbo Mix
50,19,23-7-2009,427.0,Océano Atlántico Ltda,Chef Anton's Gumbo Mix
50,31,29-8-2009,640.5,Eastern Connection,Chef Anton's Gumbo Mix
50,43,22-8-2009,1494.5,Save-a-lot Markets,Chef Anton's Gumbo Mix
50,47,21-2-2009,85.4,The Big Cheese,Chef Anton's Gumbo Mix
50,56,2-1-2008,340.0,Comércio Mineiro,Chef Anton's Gumbo Mix
50,66,23-12-2008,320.25,Magazzini Alimentari Riuniti,Chef Anton's Gumbo Mix
50,75,27-11-2007,204.0,Rattlesnake Canyon Grocery,Chef Anton's Gumbo Mix
50,79,19-4-2008,544.0,Ernst Handel,Chef Anton's Gumbo Mix
50,79,22-11-2007,1105.0,Ernst Handel,Chef Anton's Gumbo Mix
51,15,4-7-2009,192.0,Rancho grande,Mascarpone Fabioli
51,32,27-9-2008,768.0,Seven Seas Imports,Mascarpone Fabioli
51,34,1-9-2009,640.0,Piccolo und mehr,Mascarpone Fabioli
51,49,4-4-2009,320.0,Ana Trujillo Emparedados y helados,Mascarpone Fabioli
51,53,28-8-2009,480.0,Die Wandernde Kuh,Mascarpone Fabioli
51,53,27-8-2008,1600.0,Die Wandernde Kuh,Mascarpone Fabioli
51,54,4-8-2009,1120.0,Hungry Owl All-Night Grocers,Mascarpone Fabioli
51,54,27-2-2008,153.6,Hungry Owl All-Night Grocers,Mascarpone Fabioli
51,60,8-8-2009,1600.0,LILA-Supermercado,Mascarpone Fabioli
51,63,23-10-2008,320.0,Berglunds snabbköp,Mascarpone Fabioli
51,66,14-5-2009,640.0,Magazzini Alimentari Riuniti,Mascarpone Fabioli
51,75,10-9-2009,32.0,Rattlesnake Canyon Grocery,Mascarpone Fabioli
51,75,31-1-2008,1024.0,Rattlesnake Canyon Grocery,Mascarpone Fabioli
51,79,22-11-2007,153.6,Ernst Handel,Mascarpone Fabioli
51,80,19-2-2009,128.0,HILARIÓN-Abastos,Mascarpone Fabioli
52,0,5-6-2009,439.0,La corne d'abondance,Schoggi Schokolade
52,8,7-4-2009,1756.0,Maison Dewey,Schoggi Schokolade
52,51,17-6-2008,1755.0,Old World Delicatessen,Schoggi Schokolade
52,62,25-12-2007,526.5,Lehmanns Marktstand,Schoggi Schokolade
52,67,28-8-2008,5268.0,QUICK-Stop,Schoggi Schokolade
52,75,18-11-2008,2195.0,Rattlesnake Canyon Grocery,Schoggi Schokolade
52,79,31-7-2009,1317.0,Ernst Handel,Schoggi Schokolade
52,80,21-11-2007,877.5,HILARIÓN-Abastos,Schoggi Schokolade
52,84,11-7-2009,1097.5,Suprêmes délices,Schoggi Schokolade
53,3,22-5-2009,26.0,Alfreds Futterkiste,Original Frankfurter grüne Soße
53,6,17-3-2009,26.0,Let's Stop N Shop,Original Frankfurter grüne Soße
53,7,28-10-2008,234.0,Trail's Head Gourmet Provisioners,Original Frankfurter grüne Soße
53,13,8-8-2008,52.0,Laughing Bacchus Wine Cellars,Original Frankfurter grüne Soße
53,18,4-9-2009,130.0,Franchi SpA,Original Frankfurter grüne Soße
53,19,4-8-2009,195.0,Océano Atlántico Ltda,Original Frankfurter grüne Soße
53,23,15-8-2009,234.0,Santé Gourmet,Original Frankfurter grüne Soße
53,26,8-9-2009,364.0,Queen Cozinha,Original Frankfurter grüne Soße
53,27,4-4-2008,52.0,Galería del gastrónomo,Original Frankfurter grüne Soße
53,28,17-7-2009,520.0,Vaffeljernet,Original Frankfurter grüne Soße
53,28,21-11-2008,65.0,Vaffeljernet,Original Frankfurter grüne Soße
53,28,7-5-2008,145.6,Vaffeljernet,Original Frankfurter grüne Soße
53,28,4-4-2008,72.8,Vaffeljernet,Original Frankfurter grüne Soße
53,37,23-5-2008,364.0,Simons bistro,Original Frankfurter grüne Soße
53,39,11-11-2008,780.0,Mère Paillarde,Original Frankfurter grüne Soße
53,41,5-8-2008,72.8,Furia Bacalhau e Frutos do Mar,Original Frankfurter grüne Soße
53,54,1-1-2009,455.0,Hungry Owl All-Night Grocers,Original Frankfurter grüne Soße
53,56,2-1-2008,104.0,Comércio Mineiro,Original Frankfurter grüne Soße
53,58,9-5-2009,260.0,Reggiani Caseifici,Original Frankfurter grüne Soße
53,60,16-5-2009,195.0,LILA-Supermercado,Original Frankfurter grüne Soße
53,60,22-4-2009,195.0,LILA-Supermercado,Original Frankfurter grüne Soße
53,62,9-8-2008,260.0,Lehmanns Marktstand,Original Frankfurter grüne Soße
53,67,10-1-2009,910.0,QUICK-Stop,Original Frankfurter grüne Soße
53,67,26-6-2008,572.0,QUICK-Stop,Original Frankfurter grüne Soße
53,69,29-7-2008,312.0,White Clover Markets,Original Frankfurter grüne Soße
53,71,10-7-2009,195.0,Frankenversand,Original Frankfurter grüne Soße
53,75,10-9-2009,26.0,Rattlesnake Canyon Grocery,Original Frankfurter grüne Soße
53,75,11-8-2009,390.0,Rattlesnake Canyon Grocery,Original Frankfurter grüne Soße
53,76,8-8-2009,273.0,Ottilies Käseladen,Original Frankfurter grüne Soße
53,76,4-10-2008,130.0,Ottilies Käseladen,Original Frankfurter grüne Soße
53,77,6-11-2008,260.0,Que Delícia,Original Frankfurter grüne Soße
53,77,28-5-2008,104.0,Que Delícia,Original Frankfurter grüne Soße
53,80,21-11-2007,156.0,HILARIÓN-Abastos,Original Frankfurter grüne Soße
53,81,20-11-2007,124.8,Wellington Importadora,Original Frankfurter grüne Soße
53,84,19-6-2009,325.0,Suprêmes délices,Original Frankfurter grüne Soße
53,84,27-5-2009,195.0,Suprêmes délices,Original Frankfurter grüne Soße
53,85,20-6-2009,520.0,Hanari Carnes,Original Frankfurter grüne Soße
53,85,6-2-2009,390.0,Hanari Carnes,Original Frankfurter grüne Soße
54,23,3-9-2008,164.0,Santé Gourmet,Perth Pasties
54,29,24-10-2008,820.0,Antonio Moreno Taquería,Perth Pasties
54,30,16-5-2009,656.0,Drachenblut Delikatessen,Perth Pasties
54,32,25-4-2008,1048.0,Seven Seas Imports,Perth Pasties
54,33,9-10-2008,590.4,Around the Horn,Perth Pasties
54,36,3-1-2009,820.0,Familia Arquibaldo,Perth Pasties
54,43,5-9-2009,820.0,Save-a-lot Markets,Perth Pasties
54,43,25-2-2009,3936.0,Save-a-lot Markets,Perth Pasties
54,45,15-8-2008,196.8,Pericles Comidas clásicas,Perth Pasties
54,46,11-7-2009,65.6,Island Trading,Perth Pasties
54,50,10-6-2009,98.4,Lonesome Pine Restaurant,Perth Pasties
54,53,29-1-2008,524.0,Die Wandernde Kuh,Perth Pasties
54,54,25-2-2009,98.4,Hungry Owl All-Night Grocers,Perth Pasties
54,54,18-4-2008,524.0,Hungry Owl All-Night Grocers,Perth Pasties
54,58,4-9-2009,328.0,Reggiani Caseifici,Perth Pasties
54,61,22-1-2008,262.0,Romero y tomillo,Perth Pasties
54,63,16-12-2008,393.6,Berglunds snabbköp,Perth Pasties
54,67,24-7-2009,656.0,QUICK-Stop,Perth Pasties
54,67,26-12-2007,943.2,QUICK-Stop,Perth Pasties
54,69,16-8-2008,328.0,White Clover Markets,Perth Pasties
54,71,24-1-2009,328.0,Frankenversand,Perth Pasties
54,72,1-7-2008,1310.0,Wartian Herkku,Perth Pasties
54,72,12-6-2008,393.0,Wartian Herkku,Perth Pasties
54,72,23-5-2008,262.0,Wartian Herkku,Perth Pasties
54,75,24-7-2008,733.6,Rattlesnake Canyon Grocery,Perth Pasties
54,76,22-5-2009,295.2,Ottilies Käseladen,Perth Pasties
54,77,28-5-2008,393.0,Que Delícia,Perth Pasties
54,80,2-5-2008,1834.0,HILARIÓN-Abastos,Perth Pasties
54,81,20-11-2007,393.0,Wellington Importadora,Perth Pasties
54,82,22-8-2009,2296.0,Richter Supermarkt,Perth Pasties
55,16,11-6-2008,152.0,Consolidated Holdings,Chang
55,17,29-8-2009,190.0,Gourmet Lanchonetes,Chang
55,21,30-7-2008,304.0,LINO-Delicateses,Chang
55,25,29-4-2009,190.0,Wolski  Zajazd,Chang
55,25,29-11-2008,190.0,Wolski  Zajazd,Chang
55,29,4-6-2009,380.0,Antonio Moreno Taquería,Chang
55,33,21-3-2009,285.0,Around the Horn,Chang
55,35,25-4-2009,285.0,La maison d'Asie,Chang
55,43,22-8-2009,1900.0,Save-a-lot Markets,Chang
55,43,5-3-2009,57.0,Save-a-lot Markets,Chang
55,43,26-2-2009,570.0,Save-a-lot Markets,Chang
55,43,17-6-2008,684.0,Save-a-lot Markets,Chang
55,43,1-5-2008,380.0,Save-a-lot Markets,Chang
55,46,20-5-2009,190.0,Island Trading,Chang
55,52,23-6-2009,380.0,Godos Cocina Típica,Chang
55,53,19-12-2008,570.0,Die Wandernde Kuh,Chang
55,54,27-2-2008,106.4,Hungry Owl All-Night Grocers,Chang
55,54,11-1-2008,608.0,Hungry Owl All-Night Grocers,Chang
55,59,2-6-2009,95.0,Ricardo Adocicados,Chang
55,59,12-5-2009,228.0,Ricardo Adocicados,Chang
55,59,11-12-2008,380.0,Ricardo Adocicados,Chang
55,62,9-9-2009,380.0,Lehmanns Marktstand,Chang
55,63,10-6-2009,399.0,Berglunds snabbköp,Chang
55,66,15-7-2009,190.0,Magazzini Alimentari Riuniti,Chang
55,67,19-8-2009,209.0,QUICK-Stop,Chang
55,67,6-8-2009,950.0,QUICK-Stop,Chang
55,67,24-5-2008,912.0,QUICK-Stop,Chang
55,69,16-8-2008,228.0,White Clover Markets,Chang
55,69,15-7-2008,608.0,White Clover Markets,Chang
55,71,6-3-2008,364.8,Frankenversand,Chang
55,74,18-2-2009,95.0,Folk och fä HB,Chang
55,74,16-2-2008,380.0,Folk och fä HB,Chang
55,74,29-11-2007,532.0,Folk och fä HB,Chang
55,75,10-9-2009,456.0,Rattlesnake Canyon Grocery,Chang
55,75,2-6-2009,285.0,Rattlesnake Canyon Grocery,Chang
55,76,11-4-2009,760.0,Ottilies Käseladen,Chang
55,79,9-9-2009,152.0,Ernst Handel,Chang
55,79,22-11-2007,760.0,Ernst Handel,Chang
55,80,27-12-2008,950.0,HILARIÓN-Abastos,Chang
55,82,10-9-2009,190.0,Richter Supermarkt,Chang
55,82,17-11-2007,304.0,Richter Supermarkt,Chang
55,83,27-8-2009,570.0,Chop-suey Chinese,Chang
55,84,19-6-2009,380.0,Suprêmes délices,Chang
55,86,7-5-2009,380.0,Victuailles en stock,Chang
56,1,19-3-2009,52.35,Spécialités du monde,Pavlova
56,2,22-1-2009,174.5,France restauration,Pavlova
56,5,23-1-2009,52.35,Wilman Kala,Pavlova
56,15,4-7-2009,104.7,Rancho grande,Pavlova
56,21,22-7-2009,488.6,LINO-Delicateses,Pavlova
56,21,7-7-2009,418.8,LINO-Delicateses,Pavlova
56,23,3-7-2009,261.75,Santé Gourmet,Pavlova
56,32,28-3-2008,778.4,Seven Seas Imports,Pavlova
56,34,2-8-2008,250.2,Piccolo und mehr,Pavlova
56,35,28-6-2008,278.0,La maison d'Asie,Pavlova
56,37,10-9-2009,244.3,Simons bistro,Pavlova
56,39,25-11-2008,523.5,Mère Paillarde,Pavlova
56,39,14-6-2008,222.4,Mère Paillarde,Pavlova
56,40,11-7-2009,523.5,Bon app',Pavlova
56,40,12-6-2009,209.4,Bon app',Pavlova
56,40,12-3-2009,261.75,Bon app',Pavlova
56,41,2-10-2008,698.0,Furia Bacalhau e Frutos do Mar,Pavlova
56,43,4-8-2009,959.75,Save-a-lot Markets,Pavlova
56,43,17-6-2008,681.1,Save-a-lot Markets,Pavlova
56,43,13-2-2008,291.9,Save-a-lot Markets,Pavlova
56,44,3-3-2009,349.0,Königlich Essen,Pavlova
56,47,26-1-2008,139.0,The Big Cheese,Pavlova
56,51,3-6-2009,872.5,Old World Delicatessen,Pavlova
56,51,20-2-2009,349.0,Old World Delicatessen,Pavlova
56,51,29-1-2009,872.5,Old World Delicatessen,Pavlova
56,54,4-8-2009,628.2,Hungry Owl All-Night Grocers,Pavlova
56,59,16-6-2009,523.5,Ricardo Adocicados,Pavlova
56,59,28-12-2007,556.0,Ricardo Adocicados,Pavlova
56,60,9-1-2008,417.0,LILA-Supermercado,Pavlova
56,62,9-9-2009,523.5,Lehmanns Marktstand,Pavlova
56,63,23-10-2008,209.4,Berglunds snabbköp,Pavlova
56,64,22-4-2009,349.0,Morgenstern Gesundkost,Pavlova
56,67,28-8-2008,872.5,QUICK-Stop,Pavlova
56,69,5-9-2009,52.35,White Clover Markets,Pavlova
56,69,15-7-2008,486.5,White Clover Markets,Pavlova
56,71,7-1-2009,523.5,Frankenversand,Pavlova
56,72,4-10-2008,244.3,Wartian Herkku,Pavlova
56,75,10-9-2009,34.9,Rattlesnake Canyon Grocery,Pavlova
56,76,4-10-2008,523.5,Ottilies Käseladen,Pavlova
56,79,30-4-2009,1134.25,Ernst Handel,Pavlova
56,79,10-5-2008,291.9,Ernst Handel,Pavlova
56,79,28-11-2007,834.0,Ernst Handel,Pavlova
56,82,17-11-2007,486.5,Richter Supermarkt,Pavlova
57,3,22-5-2009,825.0,Alfreds Futterkiste,Raclette Courdavault
57,5,12-8-2009,550.0,Wilman Kala,Raclette Courdavault
57,8,24-6-2009,2200.0,Maison Dewey,Raclette Courdavault
57,9,5-12-2008,1650.0,Great Lakes Food Market,Raclette Courdavault
57,11,29-8-2008,220.0,North/South,Raclette Courdavault
57,17,30-5-2008,880.0,Gourmet Lanchonetes,Raclette Courdavault
57,19,12-9-2008,110.0,Océano Atlántico Ltda,Raclette Courdavault
57,20,25-7-2008,528.0,Folies gourmandes,Raclette Courdavault
57,22,17-5-2008,704.0,Bottom-Dollar Markets,Raclette Courdavault
57,22,17-5-2008,396.0,Bottom-Dollar Markets,Raclette Courdavault
57,23,24-4-2008,528.0,Santé Gourmet,Raclette Courdavault
57,28,7-8-2009,990.0,Vaffeljernet,Raclette Courdavault
57,29,17-9-2008,825.0,Antonio Moreno Taquería,Raclette Courdavault
57,30,25-8-2009,1650.0,Drachenblut Delikatessen,Raclette Courdavault
57,37,5-3-2008,396.0,Simons bistro,Raclette Courdavault
57,39,25-11-2008,1100.0,Mère Paillarde,Raclette Courdavault
57,41,19-2-2008,396.0,Furia Bacalhau e Frutos do Mar,Raclette Courdavault
57,43,22-8-2009,5500.0,Save-a-lot Markets,Raclette Courdavault
57,43,3-4-2009,385.0,Save-a-lot Markets,Raclette Courdavault
57,43,13-2-2008,1760.0,Save-a-lot Markets,Raclette Courdavault
57,44,21-8-2009,1320.0,Königlich Essen,Raclette Courdavault
57,44,2-5-2009,1375.0,Königlich Essen,Raclette Courdavault
57,44,2-7-2008,1584.0,Königlich Essen,Raclette Courdavault
57,46,27-3-2009,330.0,Island Trading,Raclette Courdavault
57,50,16-1-2009,55.0,Lonesome Pine Restaurant,Raclette Courdavault
57,51,20-2-2009,440.0,Old World Delicatessen,Raclette Courdavault
57,54,17-2-2009,2310.0,Hungry Owl All-Night Grocers,Raclette Courdavault
57,54,17-10-2008,2200.0,Hungry Owl All-Night Grocers,Raclette Courdavault
57,54,11-1-2008,1320.0,Hungry Owl All-Night Grocers,Raclette Courdavault
57,57,18-7-2009,220.0,B's Beverages,Raclette Courdavault
57,58,10-3-2009,550.0,Reggiani Caseifici,Raclette Courdavault
57,59,2-6-2009,2310.0,Ricardo Adocicados,Raclette Courdavault
57,60,16-5-2009,2200.0,LILA-Supermercado,Raclette Courdavault
57,62,16-4-2009,1375.0,Lehmanns Marktstand,Raclette Courdavault
57,63,18-12-2007,660.0,Berglunds snabbköp,Raclette Courdavault
57,64,25-10-2008,660.0,Morgenstern Gesundkost,Raclette Courdavault
57,65,18-1-2008,440.0,Tortuga Restaurante,Raclette Courdavault
57,66,13-12-2007,264.0,Magazzini Alimentari Riuniti,Raclette Courdavault
57,67,25-3-2009,2475.0,QUICK-Stop,Raclette Courdavault
57,67,10-2-2009,1375.0,QUICK-Stop,Raclette Courdavault
57,69,22-8-2009,1650.0,White Clover Markets,Raclette Courdavault
57,71,1-8-2008,1320.0,Frankenversand,Raclette Courdavault
57,71,4-12-2007,3080.0,Frankenversand,Raclette Courdavault
57,72,28-3-2009,1375.0,Wartian Herkku,Raclette Courdavault
57,73,28-1-2009,660.0,Blondel père et fils,Raclette Courdavault
57,74,18-2-2009,1925.0,Folk och fä HB,Raclette Courdavault
57,75,24-7-2008,2640.0,Rattlesnake Canyon Grocery,Raclette Courdavault
57,79,18-8-2009,6050.0,Ernst Handel,Raclette Courdavault
57,79,6-6-2008,3080.0,Ernst Handel,Raclette Courdavault
57,80,20-11-2008,1925.0,HILARIÓN-Abastos,Raclette Courdavault
57,80,5-8-2008,2640.0,HILARIÓN-Abastos,Raclette Courdavault
57,81,6-5-2009,825.0,Wellington Importadora,Raclette Courdavault
57,82,17-11-2007,1320.0,Richter Supermarkt,Raclette Courdavault
57,84,27-5-2009,2750.0,Suprêmes délices,Raclette Courdavault
58,9,14-7-2009,570.0,Great Lakes Food Market,Inlagd Sill
58,21,26-5-2009,950.0,LINO-Delicateses,Inlagd Sill
58,26,14-5-2008,76.0,Queen Cozinha,Inlagd Sill
58,32,27-9-2008,1140.0,Seven Seas Imports,Inlagd Sill
58,33,15-8-2009,304.0,Around the Horn,Inlagd Sill
58,35,29-11-2008,399.0,La maison d'Asie,Inlagd Sill
58,35,9-4-2008,91.2,La maison d'Asie,Inlagd Sill
58,35,27-3-2008,304.0,La maison d'Asie,Inlagd Sill
58,37,20-1-2009,570.0,Simons bistro,Inlagd Sill
58,40,6-9-2008,570.0,Bon app',Inlagd Sill
58,43,4-8-2009,760.0,Save-a-lot Markets,Inlagd Sill
58,43,2-12-2008,1045.0,Save-a-lot Markets,Inlagd Sill
58,44,25-6-2009,380.0,Königlich Essen,Inlagd Sill
58,44,3-3-2009,760.0,Königlich Essen,Inlagd Sill
58,47,21-2-2009,95.0,The Big Cheese,Inlagd Sill
58,52,13-8-2009,342.0,Godos Cocina Típica,Inlagd Sill
58,54,4-2-2009,114.0,Hungry Owl All-Night Grocers,Inlagd Sill
58,54,11-1-2008,608.0,Hungry Owl All-Night Grocers,Inlagd Sill
58,59,15-10-2008,475.0,Ricardo Adocicados,Inlagd Sill
58,66,24-4-2009,570.0,Magazzini Alimentari Riuniti,Inlagd Sill
58,67,9-9-2008,570.0,QUICK-Stop,Inlagd Sill
